TIME,CH1,SBP,DBP,Model,TBS1102C,,,,
2.5920 ,-0.2700 ,,,,,,,,
2.5950 ,-0.2900 ,,,,,,,,
2.5980 ,-0.2900 ,,,,,,,,
2.6020 ,-0.2900 ,,,,,,,,
2.6050 ,-0.2900 ,,,,,,,,
2.6080 ,-0.2900 ,,,,,,,,
2.6110 ,-0.2900 ,,,,,,,,
2.6140 ,-0.3100 ,,,,,,,,
2.6180 ,-0.3100 ,,,,,,,,
2.6210 ,-0.2900 ,,,,,,,,
2.6240 ,-0.3100 ,,,,,,,,
2.6270 ,-0.3100 ,,,,,,,,
2.6300 ,-0.3100 ,,,,,,,,
2.6340 ,-0.2900 ,,,,,,,,
2.6370 ,-0.2900 ,,,,,,,,
2.6400 ,-0.3100 ,,,,,,,,
2.6430 ,-0.3300 ,,,,,,,,
2.6460 ,-0.2900 ,,,,,,,,
2.6500 ,-0.3100 ,,,,,,,,
2.6530 ,-0.2900 ,,,,,,,,
2.6560 ,-0.3100 ,,,,,,,,
2.6590 ,-0.3100 ,,,,,,,,
2.6620 ,-0.3100 ,,,,,,,,
2.6660 ,-0.3300 ,,,,,,,,
2.6690 ,-0.3100 ,,,,,,,,
2.6720 ,-0.3100 ,,,,,,,,
2.6750 ,-0.3300 ,,,,,,,,
2.6780 ,-0.3100 ,,,,,,,,
2.6820 ,-0.3300 ,,,,,,,,
2.6850 ,-0.3100 ,,,,,,,,
2.6880 ,-0.3300 ,,,,,,,,
2.6910 ,-0.3300 ,,,,,,,,
2.6940 ,-0.3300 ,,,,,,,,
2.6980 ,-0.3300 ,,,,,,,,
2.7010 ,-0.3300 ,,,,,,,,
2.7040 ,-0.3500 ,,,,,,,,
2.7070 ,-0.3500 ,,,,,,,,
2.7100 ,-0.3500 ,,,,,,,,
2.7140 ,-0.3300 ,,,,,,,,
2.7170 ,-0.3500 ,,,,,,,,
2.7200 ,-0.3500 ,,,,,,,,
2.7230 ,-0.3500 ,,,,,,,,
2.7260 ,-0.3500 ,,,,,,,,
2.7300 ,-0.3700 ,,,,,,,,
2.7330 ,-0.3700 ,,,,,,,,
2.7360 ,-0.3700 ,,,,,,,,
2.7390 ,-0.3700 ,,,,,,,,
2.7420 ,-0.3700 ,,,,,,,,
2.7460 ,-0.3700 ,,,,,,,,
2.7490 ,-0.3700 ,,,,,,,,
2.7520 ,-0.3700 ,,,,,,,,
2.7550 ,-0.3700 ,,,,,,,,
2.7580 ,-0.3700 ,,,,,,,,
2.7620 ,-0.3300 ,,,,,,,,
2.7650 ,-0.3500 ,,,,,,,,
2.7680 ,-0.3100 ,,,,,,,,
2.7710 ,-0.2900 ,,,,,,,,
2.7740 ,-0.2700 ,,,,,,,,
2.7780 ,-0.1900 ,,,,,,,,
2.7810 ,-0.1500 ,,,,,,,,
2.7840 ,-0.1100 ,,,,,,,,
2.7870 ,-0.0500 ,,,,,,,,
2.7900 ,0.0100 ,,,,,,,,
2.7940 ,0.0900 ,,,,,,,,
2.7970 ,0.1500 ,,,,,,,,
2.8000 ,0.2100 ,,,,,,,,
2.8030 ,0.2700 ,,,,,,,,
2.8060 ,0.3300 ,,,,,,,,
2.8100 ,0.4100 ,,,,,,,,
2.8130 ,0.4900 ,,,,,,,,
2.8160 ,0.5700 ,,,,,,,,
2.8190 ,0.5900 ,,,,,,,,
2.8220 ,0.6500 ,,,,,,,,
2.8260 ,0.7300 ,,,,,,,,
2.8290 ,0.7900 ,,,,,,,,
2.8320 ,0.8300 ,,,,,,,,
2.8350 ,0.8900 ,,,,,,,,
2.8380 ,0.9100 ,,,,,,,,
2.8420 ,0.9500 ,,,,,,,,
2.8450 ,0.9900 ,,,,,,,,
2.8480 ,1.0100 ,,,,,,,,
2.8510 ,1.0500 ,,,,,,,,
2.8540 ,1.0500 ,,,,,,,,
2.8580 ,1.0700 ,,,,,,,,
2.8610 ,1.0900 ,,,,,,,,
2.8640 ,1.0900 ,,,,,,,,
2.8670 ,1.0900 ,,,,,,,,
2.8700 ,1.0900 ,,,,,,,,
2.8740 ,1.0900 ,,,,,,,,
2.8770 ,1.0700 ,,,,,,,,
2.8800 ,1.0700 ,,,,,,,,
2.8830 ,1.0500 ,,,,,,,,
2.8860 ,1.0500 ,,,,,,,,
2.8900 ,1.0100 ,,,,,,,,
2.8930 ,1.0300 ,,,,,,,,
2.8960 ,1.0100 ,,,,,,,,
2.8990 ,0.9700 ,,,,,,,,
2.9020 ,0.9500 ,,,,,,,,
2.9060 ,0.9100 ,,,,,,,,
2.9090 ,0.9100 ,,,,,,,,
2.9120 ,0.8900 ,,,,,,,,
2.9150 ,0.8300 ,,,,,,,,
2.9180 ,0.8300 ,,,,,,,,
2.9220 ,0.7700 ,,,,,,,,
2.9250 ,0.7700 ,,,,,,,,
2.9280 ,0.7500 ,,,,,,,,
2.9310 ,0.7100 ,,,,,,,,
2.9340 ,0.6900 ,,,,,,,,
2.9380 ,0.6700 ,,,,,,,,
2.9410 ,0.6500 ,,,,,,,,
2.9440 ,0.6100 ,,,,,,,,
2.9470 ,0.5700 ,,,,,,,,
2.9500 ,0.5700 ,,,,,,,,
2.9540 ,0.5500 ,,,,,,,,
2.9570 ,0.5300 ,,,,,,,,
2.9600 ,0.5100 ,,,,,,,,
2.9630 ,0.4900 ,,,,,,,,
2.9660 ,0.4900 ,,,,,,,,
2.9700 ,0.4500 ,,,,,,,,
2.9730 ,0.4500 ,,,,,,,,
2.9760 ,0.4500 ,,,,,,,,
2.9790 ,0.4100 ,,,,,,,,
2.9820 ,0.3900 ,,,,,,,,
2.9860 ,0.3700 ,,,,,,,,
2.9890 ,0.3500 ,,,,,,,,
2.9920 ,0.3500 ,,,,,,,,
2.9950 ,0.3300 ,,,,,,,,
2.9980 ,0.3100 ,,,,,,,,
3.0020 ,0.3100 ,,,,,,,,
3.0050 ,0.3100 ,,,,,,,,
3.0080 ,0.2700 ,,,,,,,,
3.0110 ,0.2700 ,,,,,,,,
3.0140 ,0.2300 ,,,,,,,,
3.0180 ,0.2100 ,,,,,,,,
3.0210 ,0.2100 ,,,,,,,,
3.0240 ,0.2100 ,,,,,,,,
3.0270 ,0.1900 ,,,,,,,,
3.0300 ,0.1700 ,,,,,,,,
3.0340 ,0.1700 ,,,,,,,,
3.0370 ,0.1500 ,,,,,,,,
3.0400 ,0.1300 ,,,,,,,,
3.0430 ,0.1500 ,,,,,,,,
3.0460 ,0.1300 ,,,,,,,,
3.0500 ,0.1100 ,,,,,,,,
3.0530 ,0.1300 ,,,,,,,,
3.0560 ,0.1100 ,,,,,,,,
3.0590 ,0.0900 ,,,,,,,,
3.0620 ,0.1100 ,,,,,,,,
3.0660 ,0.0900 ,,,,,,,,
3.0690 ,0.0900 ,,,,,,,,
3.0720 ,0.0900 ,,,,,,,,
3.0750 ,0.0900 ,,,,,,,,
3.0780 ,0.0900 ,,,,,,,,
3.0820 ,0.0700 ,,,,,,,,
3.0850 ,0.0900 ,,,,,,,,
3.0880 ,0.0900 ,,,,,,,,
3.0910 ,0.0900 ,,,,,,,,
3.0940 ,0.0900 ,,,,,,,,
3.0980 ,0.0900 ,,,,,,,,
3.1010 ,0.1100 ,,,,,,,,
3.1040 ,0.1100 ,,,,,,,,
3.1070 ,0.0900 ,,,,,,,,
3.1100 ,0.1300 ,,,,,,,,
3.1140 ,0.1300 ,,,,,,,,
3.1170 ,0.1300 ,,,,,,,,
3.1200 ,0.1300 ,,,,,,,,
3.1230 ,0.1300 ,,,,,,,,
3.1260 ,0.1300 ,,,,,,,,
3.1300 ,0.1500 ,,,,,,,,
3.1330 ,0.1500 ,,,,,,,,
3.1360 ,0.1500 ,,,,,,,,
3.1390 ,0.1900 ,,,,,,,,
3.1420 ,0.1500 ,,,,,,,,
3.1460 ,0.1900 ,,,,,,,,
3.1490 ,0.1700 ,,,,,,,,
3.1520 ,0.1700 ,,,,,,,,
3.1550 ,0.1700 ,,,,,,,,
3.1580 ,0.1900 ,,,,,,,,
3.1620 ,0.1700 ,,,,,,,,
3.1650 ,0.1700 ,,,,,,,,
3.1680 ,0.1500 ,,,,,,,,
3.1710 ,0.1700 ,,,,,,,,
3.1740 ,0.1700 ,,,,,,,,
3.1780 ,0.1500 ,,,,,,,,
3.1810 ,0.1700 ,,,,,,,,
3.1840 ,0.1500 ,,,,,,,,
3.1870 ,0.1300 ,,,,,,,,
3.1900 ,0.0300 ,,,,,,,,
3.1940 ,0.0500 ,,,,,,,,
3.1970 ,0.0500 ,,,,,,,,
